ID-ACTIVIDAD,TITULO,ACTIVIDAD-URI,PRECIO,DIAS,FECHA,DESCRIPCION,INFORMACION-ACTIVIDAD,INFORMACION-UBICACION,UBICACION,UBICACION-URI,DIRECCION,DISTRITO,BARRIO,C.P,LATITUD,LONGITUD,TIPOACTIVIDAD
11200053,Ambiente familiar (Mínimo 2 noches),Ambiente familiar (Mínimo 2 noches),18,"M,X,J,V,S,D",09/10/2020 - 01/11/2020,A las 20: 30 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e37884bab1e23710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD,Teatro Español,Teatro Español,"Calle Principe, 25. 28012, Madrid",Centro,Cortes,28012,40.41482868269558,-3.7001663599562105,cultura
11232828,Ana María Labad,Ana María Labad,,,17/10/2020 18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=60ee99cc9f3c4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD,Centro Cultural Rafael Altamira,Centro Cultural Rafael Altamira,"Calle Enrique D'almonte, 1. 28028, Madrid",Salamanca,Fuente Del Berro,28028,40.42206601994432,-3.662968075865235,música
11217909,"Ana Morales, Compañía de danza Sin Permiso","Ana Morales, Compañía de danza Sin Permiso",,,16/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=36cfaf506b764710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,Fernán Gómez Centro Cultural de la Villa,"Plaza Colon, 4. 28001, Madrid",Salamanca,Recoletos,28001,40.424926347610764,-3.6899208519663427,cultura
11008273,Andromedan Sad Girl,Andromedan Sad Girl,0,"L,M,X,J,V,S,D",07/11/2019 - 30/09/2020,"Rafael Barber Cortell está a cargo del segundo ciclo de comisariado anual de CentroCentro, Absolute Beginners (Principiantes), al que ha invitado a seis artistas a realizar tres exposiciones a dúo: Tai Shani y Florence Peake; Beatriz Olabarrieta y Patricia Domínguez; y Ludovicca Carbotta y Diego Delas. Esta primera colaboración, Andromedan Sad Girl (La chica triste de Andrómeda), tiene su origen en las investigaciones que Tai Shani y Florence Peake han realizado a partir de ciertas estructuras que operan dentro de los discursos feministas. Esta instalación inmersiva, que fue presentada por primera vez en Wysing Arts Centre en 2017, se entiende como una especie de 'antes' dentro del discurso general del programa de un año Absolute Beginners (Principiantes). Para el proyecto las artistas imaginan un yacimiento arqueológico de una comunidad pre o post patriarcal. Peake y Shani toman este lugar específico como un punto de partida para sugerir mitologías capaces de representar civilizaciones no jerárquicas a través de una serie de esculturas y pinturas murales. A partir de su práctica performativa Florence Peake ha colaborado para este proyecto con la artista y bailarina Eve Stainton en la creación de la base de las pinturas que ocupan la sala central de la exposición. Las dos artistas han trabajado en los paneles del muro cuando todavía están en posición vertical justo antes de ser colgados y pintados por Peake dibujando los contornos de sus cuerpos, generando así un pluralidad de formas abstractas que vibran en el tiempo. Además, una pieza de sonido realizada por  Maxwell Sterling con la voz de Florence Peake estudiará sonidos de voces en una dimensión prelingüística no basada en el signo y que todavía se comunica con un código abierto. La  práctica multidisciplinar de Tai Shani (Londres, 1976) comprende la performance, el video la fotografía y la escultura y funciona en relación con textos de narrativa experimental. Su trabajo analiza desde las formas de narrar más familiares y cotidianas hasta prosa de tipo más teórico. De este modo su práctica mira a la construcción de subjetividades y trata de subvertirlas creando las bases para un realismo post-patriarcal. Recientemente nominada para el Turner Price 2019, sus performances e instalaciones se han presentado en: Fondazione Sandretto Re Rebaudengo, Turín (2019), Glasgow International (2018) Tensta Konsthall, Estocolmo (2016); Schirn Kunsthalle, Frankfurt (2015); Southbank Centre y Serpentine Galleries en Londres (2014-15).  Florence Peake vive y trabaja en Londres, donde lleva trabajando desde 1995. Su práctica performativa comprende el uso del dibujo, la pintura y la escultura combinado con objetos encontrados y fabricados posicionados en relación con el cuerpo en movimiento. El espacio, la audiencia, el texto grabado y en vivo, el ingenio y la honestidad son elementos claves en su trabajo  que ha sido presentado internacionalmente en Bienal de Venecia 2019 (Venecia), De La Warr Pavilliion 2018 (De La Warr), Palais de Tokio 2018 (París), CRAC Occitanie 2018, Wysing 2017 (Cambridge), Serpentine Galleries  y Whitechapel Gallery 2016 (Londres).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d862ca01602ec610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD,CentroCentro,CentroCentro,"Plaza Cibeles, 1. 28014, Madrid",Retiro,Los Jeronimos,28014,40.419011767401095,-3.692206111679657,cultura
11217893,Antonio Reyes,Antonio Reyes,,,06/11/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=565eaf506b764710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,Fernán Gómez Centro Cultural de la Villa,"Plaza Colon, 4. 28001, Madrid",Salamanca,Recoletos,28001,40.424926347610764,-3.6899208519663427,cultura
11230047,Aplicaciones gratuitas. Alfabetización informacional para adultos,Aplicaciones gratuitas. Alfabetización informacional para adultos,0,"L,M,X,J,V,S,D",23/11/2020 - 27/11/2020,"La alfabetización informacional trata de dar a conocer los principales conceptos sobre el uso de las tecnologías de la información y la comunicación. En este taller virtual se tratará de las aplicaciones gratuitas: Google Chrome, Gmail, Drive, Google Docs, Google Calendar...  El taller se emitirá en abierto a través del canal de Youtube de Bibliotecas Públicas y no es necesaria inscripción previa.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43e00c13955b4710VgnVCM2000001f4a900aRCRD,https://www.youtube.com/channel/UCAxnHp_R13nGcJmhwaq4eUw,Canal de YouTube de Bibliotecas Públicas ,canal de YouTube,,,,,,,taller
11218142,"Aplícate con las nuevas tecnologías: redes sociales, videollamadas y entretenimiento en internet","Aplícate con las nuevas tecnologías: redes sociales, videollamadas y entretenimiento en internet",0,M,08/09/2020 - 29/09/2020 10:00,"Ahora más que nunca es necesario ponerse al día en el manejo de plataformas digitales y herramientas tecnológicas. Estas nos pueden ayudar a comunicarnos con nuestros seres queridos, a entreternos en nuestro día a día y a participar de talleres en el Espacio. Cada día aprenderemos un contenido que nos apoye en estos objetivos.  Taller virtual dirigido a mujeres.   Se requiere inscripción previa en el Espacio, vía telefónica o por correo electrónico.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d41b33c54864710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe74849c67261510VgnVCM1000000b205a0aRCRD,Espacio de Igualdad María Telo,Espacio de Igualdad María Telo,"Calle Camino De Los Vinateros, 51. 28030, Madrid",Moratalaz,Media Legua,28030,40.41087442118042,-3.6538891267077664,taller
11212007,Arte en tiempos de cólera,Arte en tiempos de cólera,,"L,M,X,J,V,S,D",01/09/2020 - 30/09/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=55a04c24d0e14710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Buenavista ,Biblioteca Pública Municipal - Buenavista,"Avenida Toreros, 5. 28028, Madrid",Salamanca,Guindalera,28028,40.43200210571468,-3.6709293330780204,exposición
11200020,AS ONE,AS ONE,20,"M,X,J,V,S,D",24/09/2020 - 03/10/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=903735f31bd23710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD,Matadero Madrid,Matadero Madrid,"Paseo Chopera, 14. 28045, Madrid",Arganzuela,Chopera,28045,40.39241374953321,-3.697247685884226,cultura
11225080,Asaltar los cielos,Asaltar los cielos,4,,25/11/2020 19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ff467ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11218188,Aula virtual. Conocimientos informáticos básicos,Aula virtual. Conocimientos informáticos básicos,0,L,14/09/2020 - 28/09/2020 16:00,"Para poder participar se necesitan unos conocimientos mínimos, así como disponer de un dispositivo electrónico en el lugar desde el que te conectes a las sesiones. Te acompañamos en el proceso de la manera más individualizada posible.  En esta sesión abordaremos: manejo del ratón, mecanografía, Word y Excel, internet y correo electrónico.  Taller dirigido a mujeres.  Se requiere inscripción previa en el Espacio vía telefónica o por correo electrónico.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d442b33c54864710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82986a073fed0110VgnVCM1000000b205a0aRCRD,Espacio de Igualdad Dulce Chacón,Espacio de Igualdad Dulce Chacón,"Calle Mareas, 34. 28021, Madrid",Villaverde,San Andres,28021,40.3497106325215,-3.7149416291006703,taller
11218207,Aula virtual. La informática para la búsqueda activa de empleo,Aula virtual. La informática para la búsqueda activa de empleo,0,M,15/09/2020 - 29/09/2020 16:00,"Contenidos abordados: CV, carta de presentación, páginas de búsqueda de empleo, subir el CV a estas páginas. Taller dirigido a mujeres.   Se requiere inscripción previa en el Espacio, vía telefónica o por correo electrónico.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef92b33c54864710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82986a073fed0110VgnVCM1000000b205a0aRCRD,Espacio de Igualdad Dulce Chacón,Espacio de Igualdad Dulce Chacón,"Calle Mareas, 34. 28021, Madrid",Villaverde,San Andres,28021,40.3497106325215,-3.7149416291006703,taller
11193896,Avance Programación de septiembre 2020 a abril 2021,Avance Programación de septiembre 2020 a abril 2021,,"L,M,X,J,V,S,D",01/09/2020 - 30/04/2021,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=20387450abfe2710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,Fernán Gómez Centro Cultural de la Villa,"Plaza Colon, 4. 28001, Madrid",Salamanca,Recoletos,28001,40.424926347610764,-3.6899208519663427,música
11231535,Azalea  Ensamble,Azalea  Ensamble,0,,02/10/2020 19:00,"Danza y música  Azalea Ensemble es un grupo formado por tres músicos y una bailaora que fusiona el flamenco con la música clásica. Azalea es la energía pura e intensa del flamenco impregnado de la elegancia de la música clásica. Azalea presenta su nuevo espectáculo 'Altertango', un homenaje al tango argentino. 'Altertango' es un viaje eterno de ida y vuelta, tomando inspiración de todos los estilos del tango desde el tango nuevo de Piazzolla, al tango jazz de Luis Salinas, hasta el tango japonés de Ryuichi Sakamoto.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=98bb0552d5fb4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD,Centro Cultural Valdebernardo,Centro Cultural Valdebernardo,"Bulevar Indalecio Prieto, 21. 28032, Madrid",Vicalvaro,Casco H.Vicalvaro,28032,40.39982891410407,-3.621281890570377,danza
11224280,"Bailar, recordar, resistir","Bailar, recordar, resistir",,"L,M,X,J,V,S,D",01/11/2020 - 30/06/2021,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=11007ca1f2ea4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11224951,"Bajo la superficie (miedos, monstruos, sombras)","Bajo la superficie (miedos, monstruos, sombras)",,"L,M,X,J,V,S,D",11/12/2020 - 11/04/2021,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb8067ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11169144,Banco de intercambio de semillas,Banco de intercambio de semillas,,"L,M,X,J,V,S,D",04/06/2020 - 02/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ede26b6421c1710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,Matadero Madrid,"Plaza Legazpi, 8. 28045, Madrid",Arganzuela,Chopera,28045,40.391054868587204,-3.6958072892892155,cultura
11222285,Banco del Tiempo del Barrio de las Letras,Banco del Tiempo del Barrio de las Letras,,M,22/09/2020 - 01/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=41060a61cd094710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD,Medialab Prado,Medialab-Prado,"Calle Alameda, 15. 28014, Madrid",Centro,Cortes,28014,40.410560776119,-3.6937931079230744,cultura
11231811,Ba-bá,Ba-bá,,,03/10/2020,Horario: 11:30 y a las 17:30 horas.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c417dd3b86fb4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,taller
