Distrito,Subepigrafe,Apartado,Numero_de_archivo,Naturaleza_del_inmueble,Situacion_Destino,Destino,Tamanio_Solar
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.064,URBANA,CALLE DE VILLOSLADA Nº 5-11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PROTECCIÓN ARQUEOLÓGICA (ZPA TERRAZAS DELMANZANARES - NIVEL B).,2951
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.065,URBANA,CALLE DE SAN EPIFANIO Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10548.3
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.066,URBANA,CALLE DEL PUERTO DE BÉJAR C/V CALLE DE EMBAJADORES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1880.81
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.067,URBANA,PASEO DE LOS MELANCÓLICOS Nº 34,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1529.31
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.068,URBANA,TRAVESIA DE LOS MELANCÓLICOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2916.41
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.069,URBANA,CALLE DE LA ANTRACITA Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,828.4
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.07,URBANA,CALLE DEL RODIO C/V CALLE DEL PLOMO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1072.6
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.071,URBANA,CALLE DE TITÁN Nº 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4544
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.072,URBANA,CALLE DEL PLANETA TIERRA Nº 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1890
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.073,URBANA,CALLE DE TITÁN Nº 11-15,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10647
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.074,URBANA,CALLE DEL RODIO C/V CALLE DE EMBAJADORES Nº 181,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6992
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.075,URBANA,CALLE DEL RODIO Nº 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1520
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.076,URBANA,CALLE DE LA ANTRACITA Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2131
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.077,URBANA,CALLE DEL RODIO C/V CALLE DEL HIERRO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO; UNA PEQUEÑA PARTE DE LA PARCELA CORRESPONDE ASUELO DOTACIONAL DE EQUIPAMIENTOS.,1260
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.078,URBANA,CALLE DE AMALTEA Nº 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,835.79
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.079,URBANA,CALLE DE AMALTEA Nº 11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,529.94
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.08,URBANA,CALLE DE AMALTEA Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARTE ES VÍA PÚBLICA EN EL PGOUM-97.,1571.1
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.081,URBANA,CALLE DE AMALTEA Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1948.51
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.082,URBANA,CALLE DEL HIERRO Nº 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1998.15
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.083,URBANA,CALLE DEL HIERRO Nº 8-16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2201.85
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.084,URBANA,CALLE DE VALDEMORILLO Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,650.62
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.085,URBANA,CALLE DEL TENIENTE CORONEL NOREÑA Nº 67,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1894.05
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.086,URBANA,PLAZA DE CASAR DE CÁCERES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA DENOMINADA JUAN DE VERA (PISTA DE BALONCESTO).,2550
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.062,URBANA,CALLE DE LEONOR DE LA VEGA Nº 1-11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1022.14
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.063,URBANA,CALLE DEL ORIANA Nº 10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4139.65
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.04,URBANA,CALLE DE TOLEDO Nº 177,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO, CON PROTECCIÓN NIVEL 3.",3267
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.041,URBANA,CALLE DE RICARDO DAMAS Nº 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4385.08
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.042,URBANA,CALLE DE MAZARREDO Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1200
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.043,URBANA,CALLE DEL TENIENTE CORONEL NOREÑA Nº 26 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1625.76
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.044,URBANA,"CALLE DEL GENERAL LACY, Nº. 23 C/V CALLE BUSTAMANTE",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350.26
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.045,URBANA,CALLE DE ARGANDA Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5336.95
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.046,URBANA,CALLE DEL CINZ Nº 1-3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.047,URBANA,CALLE DE LA CIRCONITA Nº 1-3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.048,URBANA,CALLE DE EMBAJADORES Nº 173,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4547.27
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.049,URBANA,CALLE DE MELILLA Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,864
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.05,URBANA,"CALLE DE GRANITO, FRENTE AL Nº 32-36",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1092.34
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.051,URBANA,CALLE DE ARGANDA Nº 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7637
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.052,URBANA,CALLE DE MELILLA Nº 57-65,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1305
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.053,URBANA,CALLE DE MELILLA Nº 37-47,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.054,URBANA,CALLE DE TOLEDO Nº 151,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,443.43
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.055,URBANA,CALLE DE TOLEDO Nº 155,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3154.88
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.056,URBANA,TRAVESIA DE SAN ISIDORO DE SEVILLA Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2390.54
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.057,URBANA,CALLE DE BOLÍVAR Nº 18B-D,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1077.2
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.058,URBANA,CALLE DE TOMÁS BRETÓN Nº 58,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2099
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.059,URBANA,CALLE DE BOLÍVAR Nº 24B-E,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2061.82
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.06,URBANA,CALLE DEL PLOMO Nº 5A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,873.28
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,300.038,URBANA,CALLE DE TOLEDO Nº 178,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3033
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.046,URBANA,CALLE DEL CRISTO DEL CAMINO Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,10608.66
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.047,URBANA,CALLE DEL PÁRROCO EUSEBIO CUENCA Nº 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,36633.96
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.049,URBANA,CALLE DE ALEJANDRO SAINT AUBIN Nº 2 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,443
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.05,URBANA,GLORIETA DE SAN VÍCTOR,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1312.35
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.112,URBANA,CALLE DE GARGANTILLA Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO. EN EL INTERIOR DE SU PERÍMETRO SEENCUENTRAN UBICADAS UNA CASETA DE PERSONAL Y UN ALMACÉN DE HERRAMIENTAS.,28239
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.202,URBANA,CALLE DE PALOS DE LA FRONTERA Nº 42,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2990.56
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.203,URBANA,PASEO DE LAS YESERÍAS Nº 35 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,9150
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.204,URBANA,CALLE DE MORATINES Nº 27,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3363
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.205,URBANA,CALLE DE VILLA DEL PRADO Nº 2-4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1799
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.206,URBANA,PASEO DE LAS ACACIAS Nº 31,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA LA INSTALACIÓN DEPORTIVA BÁSICA DOCTOR VALLEJO NÁJERA (PISTA DE BALONCESTO), SITA EN LA CALLEGASÓMETRO, NÚM. 32.",7664.63
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.207,URBANA,CALLE DE RAMÍREZ DE PRADO Nº 2,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA LA INSTALACIÓN DEPORTIVA BÁSICA RAMIREZ DE PRADO, C/ RAMÍREZ DE PRADO, 2 (PISTA DEBALONCESTO. PISTA DE PATINAJE).",11098
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.208,URBANA,PASEO DEL MOLINO Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2833.23
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.209,URBANA,CALLE DE ALEJANDRO SAINT AUBIN Nº 8,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1060
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.217,URBANA,CALLE DE CARABAÑA Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,188.61
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.218,URBANA,CALLE DE CARABAÑA Nº 1-5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,260.99
ARGANZUELA,ZONAS VERDES,PARQUES Y JARDINES,301.219,URBANA,CALLE DE MÉNDEZ ÁLVARO Nº 44-54,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2721
RETIRO,ZONAS VERDES,PARQUES Y JARDINES,300.087,URBANA,PLAZA DE LA INDEPENDENCIA Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,1181753
RETIRO,ZONAS VERDES,PARQUES Y JARDINES,300.088,URBANA,CALLE DE ALFONSO XII Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2859
