Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Singapore,SGP,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,597.014.925.373.134
Singapore,SGP,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,746.268.656.716.418
Singapore,SGP,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,895.522.388.059.701
Singapore,SGP,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,895.522.388.059.701
Singapore,SGP,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,895.522.388.059.701
Singapore,SGP,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,104.477.611.940.299
Singapore,SGP,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,119.402.985.074.627
Singapore,SGP,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,119.402.985.074.627
Singapore,SGP,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,119.402.985.074.627
Singapore,SGP,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,119.402.985.074.627
Singapore,SGP,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,119.402.985.074.627
Singapore,SGP,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,119.402.985.074.627
Singapore,SGP,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,134.328.358.208.955
Singapore,SGP,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,164.179.104.477.612
Singapore,SGP,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,164.179.104.477.612
Singapore,SGP,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,149.253.731.343.284
Singapore,SGP,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,17.910.447.761.194
Singapore,SGP,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,17.910.447.761.194
Singapore,SGP,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,17.910.447.761.194
Singapore,SGP,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,194.029.850.746.269
Singapore,SGP,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,194.029.850.746.269
Singapore,SGP,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,194.029.850.746.269
Singapore,SGP,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,194.029.850.746.269
Singapore,SGP,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,194.029.850.746.269
Singapore,SGP,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,208.955.223.880.597
Singapore,SGP,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,208.955.223.880.597
Singapore,SGP,2016,Arable land (% of land area),AG.LND.ARBL.ZS,0.789844838268139
Singapore,SGP,2015,Arable land (% of land area),AG.LND.ARBL.ZS,0.789844838268139
Singapore,SGP,2014,Arable land (% of land area),AG.LND.ARBL.ZS,0.789844838268139
Singapore,SGP,2013,Arable land (% of land area),AG.LND.ARBL.ZS,0.806223504174585
Singapore,SGP,2012,Arable land (% of land area),AG.LND.ARBL.ZS,0.89235128731987
Singapore,SGP,2011,Arable land (% of land area),AG.LND.ARBL.ZS,0.894886337466969
Singapore,SGP,2010,Arable land (% of land area),AG.LND.ARBL.ZS,0.911680930936152
Singapore,SGP,2009,Arable land (% of land area),AG.LND.ARBL.ZS,0.857142891202654
Singapore,SGP,2008,Arable land (% of land area),AG.LND.ARBL.ZS,0.857142891202654
Singapore,SGP,2007,Arable land (% of land area),AG.LND.ARBL.ZS,10.071.942.274.519
Singapore,SGP,2006,Arable land (% of land area),AG.LND.ARBL.ZS,0.936599368684106
Singapore,SGP,2005,Arable land (% of land area),AG.LND.ARBL.ZS,0.957910031363566
Singapore,SGP,2004,Arable land (% of land area),AG.LND.ARBL.ZS,101.596.512.710.693
Singapore,SGP,2003,Arable land (% of land area),AG.LND.ARBL.ZS,0.873362518915236
Singapore,SGP,2002,Arable land (% of land area),AG.LND.ARBL.ZS,148.148.148.148.148
Singapore,SGP,2001,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,2000,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1999,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1998,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1997,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1996,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1995,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1994,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1993,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1992,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1991,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1990,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1989,Arable land (% of land area),AG.LND.ARBL.ZS,149.253.731.343.284
Singapore,SGP,1988,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1987,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1986,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1985,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1984,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1983,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1982,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1981,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1980,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1979,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1978,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1977,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1976,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1975,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1974,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1973,Arable land (% of land area),AG.LND.ARBL.ZS,447.761.194.029.851
Singapore,SGP,1972,Arable land (% of land area),AG.LND.ARBL.ZS,447.761.194.029.851
Singapore,SGP,1971,Arable land (% of land area),AG.LND.ARBL.ZS,298.507.462.686.567
Singapore,SGP,1970,Arable land (% of land area),AG.LND.ARBL.ZS,597.014.925.373.134
Singapore,SGP,1969,Arable land (% of land area),AG.LND.ARBL.ZS,447.761.194.029.851
Singapore,SGP,1968,Arable land (% of land area),AG.LND.ARBL.ZS,447.761.194.029.851
Singapore,SGP,1967,Arable land (% of land area),AG.LND.ARBL.ZS,597.014.925.373.134
Singapore,SGP,1966,Arable land (% of land area),AG.LND.ARBL.ZS,597.014.925.373.134
Singapore,SGP,1965,Arable land (% of land area),AG.LND.ARBL.ZS,597.014.925.373.134
Singapore,SGP,1964,Arable land (% of land area),AG.LND.ARBL.ZS,597.014.925.373.134
Singapore,SGP,1963,Arable land (% of land area),AG.LND.ARBL.ZS,597.014.925.373.134
Singapore,SGP,1962,Arable land (% of land area),AG.LND.ARBL.ZS,597.014.925.373.134
Singapore,SGP,1961,Arable land (% of land area),AG.LND.ARBL.ZS,447.761.194.029.851
Singapore,SGP,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,2.480.864.716
Singapore,SGP,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,2.480.864.716
Singapore,SGP,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,2.480.864.716
Singapore,SGP,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,3.707.443.223
Singapore,SGP,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,3.707.443.223
Singapore,SGP,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,3.707.443.223
Singapore,SGP,2010,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,2.980.560.112
Singapore,SGP,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,2.980.560.112
Singapore,SGP,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,2.980.560.112
Singapore,SGP,2010,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,4.454.195.877
Singapore,SGP,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,4.454.195.877
Singapore,SGP,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,4.454.195.877
Singapore,SGP,2010,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,81.616.391
Singapore,SGP,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,81.616.391
Singapore,SGP,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,81.616.391
Singapore,SGP,2016,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2015,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2014,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2013,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2012,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2011,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2010,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2009,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2008,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2007,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2006,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2005,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2004,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2003,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2002,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2001,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2000,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1999,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1998,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1997,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1996,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1995,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1994,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1993,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1992,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1991,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,1990,Forest area (sq. km),AG.LND.FRST.K2,163.500.003.814.697
Singapore,SGP,2016,Forest area (% of land area),AG.LND.FRST.ZS,230.606.488.428.662
Singapore,SGP,2015,Forest area (% of land area),AG.LND.FRST.ZS,230.606.488.428.662
Singapore,SGP,2014,Forest area (% of land area),AG.LND.FRST.ZS,230.606.488.428.662
Singapore,SGP,2013,Forest area (% of land area),AG.LND.FRST.ZS,231.258.855.547.606
Singapore,SGP,2012,Forest area (% of land area),AG.LND.FRST.ZS,231.586.412.674.823
Singapore,SGP,2011,Forest area (% of land area),AG.LND.FRST.ZS,232.244.318.566.662
Singapore,SGP,2010,Forest area (% of land area),AG.LND.FRST.ZS,232.905.998.464.991
Singapore,SGP,2009,Forest area (% of land area),AG.LND.FRST.ZS,233.571.434.020.996
Singapore,SGP,2008,Forest area (% of land area),AG.LND.FRST.ZS,233.571.434.020.996
Singapore,SGP,2007,Forest area (% of land area),AG.LND.FRST.ZS,235.251.804.049.924
Singapore,SGP,2006,Forest area (% of land area),AG.LND.FRST.ZS,235.590.778.414.794
Singapore,SGP,2005,Forest area (% of land area),AG.LND.FRST.ZS,237.300.435.694.891
Singapore,SGP,2004,Forest area (% of land area),AG.LND.FRST.ZS,237.300.435.694.891
Singapore,SGP,2003,Forest area (% of land area),AG.LND.FRST.ZS,237.991.282.500.167
Singapore,SGP,2002,Forest area (% of land area),AG.LND.FRST.ZS,242.222.227.873.625
Singapore,SGP,2001,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,2000,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1999,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1998,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1997,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1996,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1995,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1994,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1993,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1992,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1991,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,1990,Forest area (% of land area),AG.LND.FRST.ZS,244.029.856.439.846
Singapore,SGP,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,2018,Land area (sq. km),AG.LND.TOTL.K2,709.000.015.258.789
Singapore,SGP,2017,Land area (sq. km),AG.LND.TOTL.K2,709.000.015.258.789
Singapore,SGP,2016,Land area (sq. km),AG.LND.TOTL.K2,709.000.015.258.789
Singapore,SGP,2015,Land area (sq. km),AG.LND.TOTL.K2,709.000.015.258.789
Singapore,SGP,2014,Land area (sq. km),AG.LND.TOTL.K2,709.000.015.258.789
Singapore,SGP,2013,Land area (sq. km),AG.LND.TOTL.K2,706.999.969.482.422
Singapore,SGP,2012,Land area (sq. km),AG.LND.TOTL.K2,705.999.984.741.211
Singapore,SGP,2011,Land area (sq. km),AG.LND.TOTL.K2,704.000.015.258.789
Singapore,SGP,2010,Land area (sq. km),AG.LND.TOTL.K2,701.999.969.482.422
Singapore,SGP,2009,Land area (sq. km),AG.LND.TOTL.K2,700
Singapore,SGP,2008,Land area (sq. km),AG.LND.TOTL.K2,700
Singapore,SGP,2007,Land area (sq. km),AG.LND.TOTL.K2,695
Singapore,SGP,2006,Land area (sq. km),AG.LND.TOTL.K2,694.000.015.258.789
Singapore,SGP,2005,Land area (sq. km),AG.LND.TOTL.K2,689.000.015.258.789
Singapore,SGP,2004,Land area (sq. km),AG.LND.TOTL.K2,689.000.015.258.789
Singapore,SGP,2003,Land area (sq. km),AG.LND.TOTL.K2,686.999.969.482.422
Singapore,SGP,2002,Land area (sq. km),AG.LND.TOTL.K2,675
Singapore,SGP,2001,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,2000,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1999,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1998,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1997,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1996,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1995,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1994,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1993,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1992,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1991,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1990,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1989,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1988,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1987,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1986,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1985,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1984,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1983,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1982,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1981,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1980,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1979,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1978,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1977,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1976,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1975,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1974,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1973,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1972,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1971,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1970,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1969,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1968,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1967,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1966,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1965,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1964,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1963,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1962,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1961,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1.035.980.911
Singapore,SGP,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1.035.980.911
Singapore,SGP,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1.035.980.911
Singapore,SGP,2010,Urban land area (sq. km),AG.LND.TOTL.UR.K2,5.655.597.534
Singapore,SGP,2000,Urban land area (sq. km),AG.LND.TOTL.UR.K2,5.655.597.534
Singapore,SGP,1990,Urban land area (sq. km),AG.LND.TOTL.UR.K2,5.655.597.534
Singapore,SGP,2018,Surface area (sq. km),AG.SRF.TOTL.K2,719.000.015.258.789
Singapore,SGP,2017,Surface area (sq. km),AG.SRF.TOTL.K2,719.000.015.258.789
Singapore,SGP,2016,Surface area (sq. km),AG.SRF.TOTL.K2,719.000.015.258.789
Singapore,SGP,2015,Surface area (sq. km),AG.SRF.TOTL.K2,719.000.015.258.789
Singapore,SGP,2014,Surface area (sq. km),AG.SRF.TOTL.K2,719.000.015.258.789
Singapore,SGP,2013,Surface area (sq. km),AG.SRF.TOTL.K2,716.999.969.482.422
Singapore,SGP,2012,Surface area (sq. km),AG.SRF.TOTL.K2,715.999.984.741.211
Singapore,SGP,2011,Surface area (sq. km),AG.SRF.TOTL.K2,714.000.015.258.789
Singapore,SGP,2010,Surface area (sq. km),AG.SRF.TOTL.K2,711.999.969.482.422
Singapore,SGP,2009,Surface area (sq. km),AG.SRF.TOTL.K2,710
Singapore,SGP,2008,Surface area (sq. km),AG.SRF.TOTL.K2,710
Singapore,SGP,2007,Surface area (sq. km),AG.SRF.TOTL.K2,705
Singapore,SGP,2006,Surface area (sq. km),AG.SRF.TOTL.K2,704.000.015.258.789
Singapore,SGP,2005,Surface area (sq. km),AG.SRF.TOTL.K2,699.000.015.258.789
Singapore,SGP,2004,Surface area (sq. km),AG.SRF.TOTL.K2,699.000.015.258.789
Singapore,SGP,2003,Surface area (sq. km),AG.SRF.TOTL.K2,696.999.969.482.422
Singapore,SGP,2002,Surface area (sq. km),AG.SRF.TOTL.K2,685
Singapore,SGP,2001,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,2000,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1999,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1998,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1997,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1996,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1995,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1994,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1993,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1992,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1991,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1990,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1989,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1988,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1987,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1986,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1985,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1984,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1983,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1982,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1981,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1980,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1979,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1978,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1977,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1976,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1975,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1974,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1973,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1972,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1971,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1970,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1969,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1968,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1967,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1966,Surface area (sq. km),AG.SRF.TOTL.K2,680
