Id,Name,Street Type,Street Name,Number,Public Slots,Residential Slots,Total Slots,Schedule,City,Province,Postal Code,Neighborhood,District,CoordX,CoordY,Latitude,Longitude,Telephone,Email,URLMoreInfo
36269,Aparcamiento mixto. Encuentro,Plaza,Encuentro,1,104,550,654,Abierto 24 h,Madrid,Madrid,28030,Media Legua,Moratalaz,444782,4473212,40.40581270738191,-3.652048809515808,91 328 36 80,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3e12c798651c010VgnVCM2000000c205a0aRCRD
13464,Aparcamiento mixto. Felipe II,Calle,Antonia Mercé,5,1175,,1175,Abierto 24 h,Madrid,Madrid,28009,Goya,Salamanca,442874,4475061,40.42422175692137,-3.673433652213169,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=425e15cbed51c010VgnVCM2000000c205a0aRCRD
13462,Aparcamiento mixto. Fuencarral,Calle,Fuencarral,111,410,111,521,Abierto 24 h,Madrid,Madrid,28010,Trafalgar,Chamberí,440387,4475666,40.42948845687032,-3.7027941027177986,914 068 810 /                                             915 911 200,aparcamientos@emtmadrid.es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=987e15cbed51c010VgnVCM2000000c205a0aRCRD
36270,Aparcamiento mixto. Hernani,Calle,Hernani,60,115,383,498,Abierto 24 h,Madrid,Madrid,28020,Cuatro Caminos,Tetuan,440463,4477972,40.448394729978006,-3.7033919552673127,915 545 326,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0712c798651c010VgnVCM2000000c205a0aRCRD
13459,Aparcamiento mixto. Jacinto Benavente,Plaza,Jacinto Benavente,6,285,110,395,Abierto 24 h,Madrid,Madrid,28012,Cortes,Centro,440329,4473996,40.41444016371457,-3.70332112917586,917 877 292,aparcamientos@madridmovilidad.es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c48f15cbed51c010VgnVCM2000000c205a0aRCRD
13479,Aparcamiento mixto. José Castán Tobeñas,Calle,Capitan Haya,57,205,43,248,Abierto 24 h,Madrid,Madrid,28020,Castillejos,Tetuan,441477,4479747,40.46451060463543,-3.6916467875121377,915 707 612,aeuropeos@gmail.com,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35ce15cbed51c010VgnVCM2000000c205a0aRCRD
6143690,Aparcamiento mixto. Marqués de Salamanca,Plaza,Marqués de Salamanca,8,360,70,430,Abierto 24 h,Madrid,Madrid,28006,Lista,Salamanca,442498,4475966,40.43046723981028,-3.6792137901324056,917 877 292,aparcamientos@madridmovilidad.es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb5b1b2bb5b61310VgnVCM2000000c205a0aRCRD
182188,Aparcamiento mixto. Miguel Yuste,Calle,Miguel Yuste,11,182,68,250,Abierto: 24 h,Madrid,Madrid,28037,Simancas,San Blas-Canillejas,447100,4477013,40.4402052387976,-3.625049272913964,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c15bdc85c01c010VgnVCM2000000c205a0aRCRD
13465,Aparcamiento mixto. Montalbán,Calle,Montalban,4,,145,145,Abierto 24 h,Madrid,Madrid,28014,Los Jerónimos,Retiro,441367,4474386,40.41802725000116,-3.691123387515545,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0967339ae51c010VgnVCM2000000c205a0aRCRD
5517342,Aparcamiento mixto. Orense,Calle,Sor Angela de la Cruz,27,128,663,791,Abierto 24 h,Madrid,Madrid,28020,Castillejos,Tetuan,441080,4479226,40.45973534025835,-3.6962330375922363,,aparcamientos@emtmadrid.es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eee35ed15bb95210VgnVCM2000000c205a0aRCRD
52114,Aparcamiento mixto. Pedro Zerolo 'antes denominado Vázquez de Mella',Plaza,Pedro Zerolo,1,107,261,368,Abierto 24 h,Madrid,Madrid,28004,Justicia,Centro,440626,4474716,40.4209564450911,-3.699899832865304,,aparcamientos@emtmadrid.es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e499946be351c010VgnVCM2000000c205a0aRCRD
33440,Aparcamiento mixto. Plaza de Oriente,Plaza,Oriente,1,242,,242,Abierto 24 h,Madrid,Madrid,28013,Palacio,Centro,439736,4474563,40.417632509561116,-3.7116407088004757,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7db12c798651c010VgnVCM2000000c205a0aRCRD
13466,Aparcamiento mixto. Plaza Mayor,Calle,Felipe III,11,,694,694,Abierto 24 h,Madrid,Madrid,28012,Sol,Centro,440027,4474156,40.41586882022003,-3.706895619414367,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b1981eb5f51c010VgnVCM2000000c205a0aRCRD
36271,Aparcamiento mixto. Presidente Carmona,Avenida,Presidente Carmona,3,379,124,503,Abierto 24 h,Madrid,Madrid,28020,Cuatro Caminos,Tetuan,440965,4478549,40.45362846199134,-3.6975262417380064,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a412c798651c010VgnVCM2000000c205a0aRCRD
13476,Aparcamiento mixto. Recoletos,Paseo,Recoletos,4,102,289,391,Abierto 24 h,Madrid,Madrid,28001,Recoletos,Salamanca,441407,4474873,40.42054469225109,-3.691974283683488,,aparcamientos@emtmadrid.es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=283f15cbed51c010VgnVCM2000000c205a0aRCRD
24193,Aparcamiento mixto. República Dominicana,Plaza,República Dominicana,6,203,892,1095,Abierto 24 h,Madrid,Madrid,28016,Nueva España,Chamartín,442641,4478909,40.45887037458626,-3.6765275895176677,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aabe6545f951c010VgnVCM2000000c205a0aRCRD
81828,Aparcamiento mixto. Reyes Magos,Plaza,Reyes Magos,14,356,345,701,Abierto 24 h,Madrid,Madrid,28007,Niño Jesús,Retiro,442622,4473340,40.40870074627349,-3.6762488802382896,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dfec2c6e051c010VgnVCM2000000c205a0aRCRD
167692,Aparcamiento mixto. San Cayetano,Plaza,San Cayetano,1,222,261,483,Abierto 24 h,Madrid,Madrid,28028,Guindalera,Salamanca,443276,4476388,40.43432235224971,-3.6700799322371056,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a284ff632081c010VgnVCM1000000b205a0aRCRD
13515,Aparcamiento mixto. San Germán II (antes General Yagüe),Avenida,Brasil,15,409,717,1126,Abierto 24 h,Madrid,Madrid,28020,Castillejos,Tetuan,441152,4478685,40.45673936450418,-3.694067405537416,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee9e15cbed51c010VgnVCM2000000c205a0aRCRD
19053,Aparcamiento mixto. Sánchez Bustillo,Calle,Sánchez Bustillo,1,132,408,540,Abierto 24 h,Madrid,Madrid,28012,Embajadores,Centro,441224,4473612,40.40917205238472,-3.6940145592988043,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27912c798651c010VgnVCM2000000c205a0aRCRD
7416748,Aparcamiento mixto. Serrano I,Calle,Juan Bravo,4,307,831,1138,Abierto 24 h,Madrid,Madrid,28006,Castellana,Salamanca,441944,4476240,40.43289700914247,-3.6857697780390155,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd61f94ae1d15410VgnVCM2000000c205a0aRCRD
7417028,Aparcamiento mixto. Serrano II,Calle,José Ortega y Gasset,1,379,794,1173,Abierto 24 h,Madrid,Madrid,28006,Castellana,Salamanca,441729,4475986,40.43059379257075,-3.688281097618061,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc096f1c35d15410VgnVCM2000000c205a0aRCRD
7417052,Aparcamiento mixto. Serrano III,Calle,Jorge Juan,1,261,725,986,Abierto 24 h,Madrid,Madrid,28001,Recoletos,Salamanca,441597,4475307,40.42446775888825,-3.6897747066093993,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a1c6f1c35d15410VgnVCM2000000c205a0aRCRD
13460,Aparcamiento mixto. Sevilla,Calle,Alcala,17,649,,649,Abierto 24 h,Madrid,Madrid,28014,Sol,Centro,440740,4474574,40.41780383567921,-3.6998082261071747,915 219 281,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dd67339ae51c010VgnVCM2000000c205a0aRCRD
13458,Aparcamiento mixto. Velázquez - Ayala,Calle,Velazquez,47,464,235,699,Abierto 24 h,Madrid,Madrid,28001,Recoletos,Salamanca,442075,4475607,40.427203787185476,-3.6841676172873936,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bee15cbed51c010VgnVCM2000000c205a0aRCRD
13457,Aparcamiento mixto. Velázquez - Jorge Juan,Calle,Velazquez,25,549,395,944,Abierto 24 h,Madrid,Madrid,28001,Recoletos,Salamanca,442058,4475292,40.4243649253884,-3.684339253399854,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d11f15cbed51c010VgnVCM2000000c205a0aRCRD
183607,Aparcamiento mixto. Verdaguer y García,Calle,Verdaguer y García,1,83,180,263,Abierto 24 h,Madrid,Madrid,28027,San Pascual,Ciudad Lineal,444432,4477001,40.43992277144076,-3.656505118007155,913 531 050,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6245bdc85c01c010VgnVCM2000000c205a0aRCRD
10489514,Aparcamiento público disuasorio Estadio Metropolitano Sur ES-02b,Avenida,Arcentales,37,1725,,1725,6:00 h a 22:00 h,Madrid,Madrid,28022,Rosas,San Blas-Canillejas,448768,4476134,40.434154,-3.598831,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=975b89a80c49e510VgnVCM1000001d4a900aRCRD
13452,Aparcamiento público. Almagro,Calle,Almagro,13,462,,462,Abierto 24 h,Madrid,Madrid,28010,Almagro,Chamberí,441316,4475957,40.43030345785862,-3.6931471299523446,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e167339ae51c010VgnVCM2000000c205a0aRCRD
7393089,Aparcamiento público. Auditorio Nacional de Música (Príncipe de Vergara),Calle,Cartagena,176,376,,376,Abierto 24 h,Madrid,Madrid,28002,Ciudad Jardín,Chamartín,442638,4477497,40.44426892073378,-3.6777018495296048,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed88f25e040c4410VgnVCM2000000c205a0aRCRD
13473,Aparcamiento público. Descalzas,Plaza,Descalzas,4,400,,400,Abierto 24 h,Madrid,Madrid,28013,Sol,Centro,440079,4474403,40.41809765692244,-3.706306013191402,91 532 57 57,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98e77339ae51c010VgnVCM2000000c205a0aRCRD
24809,Aparcamiento público. Fernández Shaw,Calle,Carlos y Guillermo Fernández Shaw,,245,,245,Abierto 24 h,Madrid,Madrid,28007,Adelfas,Retiro,443319,4473244,40.406002468696784,-3.669292239090564,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e6e6545f951c010VgnVCM2000000c205a0aRCRD
13478,Aparcamiento público. Glorieta Puerta de Toledo,Calle,Capitan Salazar Martinez,2,244,,244,Abierto 24 h,Madrid,Madrid,28005,Embajadores,Centro,439756,4473225,40.40745328367243,-3.7100131737859567,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f477339ae51c010VgnVCM2000000c205a0aRCRD
13467,Aparcamiento público. Las Cortes,Plaza,Las Cortes,0,480,,480,Abierto 24 h,Madrid,Madrid,28014,Cortes,Distrito,441115,4474345,40.41576756093728,-3.695367083138702,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42c77339ae51c010VgnVCM2000000c205a0aRCRD
13449,Aparcamiento público. Luna - Tudescos,Plaza,Santa María Soledad Torres Acosta,2,481,,481,Abierto 24 h,Madrid,Madrid,28004,Universidad,Centro,440255,4474983,40.4214535549175,-3.705563118253955,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54467339ae51c010VgnVCM2000000c205a0aRCRD
13469,Aparcamiento público. Marqués de Urquijo,Calle,Marqués de Urquijo,27,482,,482,Abierto 24 h,Madrid,Madrid,28008,Arguelles,Moncloa-Aravaca,439113,4475892,40.42955928333471,-3.719111078507027,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa667339ae51c010VgnVCM2000000c205a0aRCRD
13451,Aparcamiento público. Mostenses,Calle,Garcia Molinas,4,362,,362,Abierto 24 h,Madrid,Madrid,28015,Universidad,Centro,439979,4475132,40.4227759148193,-3.708830424647755,902 283 080,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe0881eb5f51c010VgnVCM2000000c205a0aRCRD
88141,Aparcamiento público. Museo de la Ciudad,Calle,Príncipe de Vergara,134,147,,147,Abierto 24 h,Madrid,Madrid,28002,Ciudad Jardín,Chamartín,442593,4477430,40.44366224087455,-3.6782263814004565,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdc7bdc85c01c010VgnVCM2000000c205a0aRCRD
13450,Aparcamiento público. Olavide,Plaza,Olavide,17,397,,397,Abierto 24 h,Madrid,Madrid,28010,Trafalgar,Chamberí,440639,4476237,40.43277769820206,-3.7011542013121264,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=453881eb5f51c010VgnVCM2000000c205a0aRCRD
13454,Aparcamiento público. Plaza de Colón,Calle,Goya,2,605,,605,Abierto 24 h,Madrid,Madrid,28001,Recoletos,Salamanca,441682,4475386,40.42518540300912,-3.6887800207651495,915 761 837,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5777339ae51c010VgnVCM2000000c205a0aRCRD
13463,Aparcamiento público. Plaza de España,Plaza,España,20,800,,800,Abierto 24 h,Madrid,Madrid,28008,Arguelles,Moncloa-Aravaca,439631,4475032,40.42372251184839,-3.7116577340508523,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb977339ae51c010VgnVCM2000000c205a0aRCRD
13472,Aparcamiento público. Plaza del Carmen,Plaza,Carmen,10,450,,450,Abierto 24 h,Madrid,Madrid,28013,Sol,Centro,440355,4474445,40.41848676016168,-3.703068586180966,915 214 312,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ec881eb5f51c010VgnVCM2000000c205a0aRCRD
13474,Aparcamiento público. Plaza del Rey,Plaza,Rey,1,160,,160,Abierto 24 h,Madrid,Madrid,28004,Justicia,Centro,441076,4474836,40.42018796139455,-3.69587231093941,915 225 219,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4f881eb5f51c010VgnVCM2000000c205a0aRCRD
13456,Aparcamiento público. Santa Ana,Plaza,Santa Ana,16,325,,325,Abierto 24 h,Madrid,Madrid,28012,Cortes,Centro,440645,4474250,40.41487830605113,-3.700897645451053,915 214 312,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b5881eb5f51c010VgnVCM2000000c205a0aRCRD
10737574,Aparcamiento público. Usera,Calle,Amparo Usera,46,36,,36,,Madrid,Madrid,28026,Moscardo,Usera,440032,4470962,40.38710254642704,-3.7065255061698053,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce8907e1fd534610VgnVCM1000001d4a900aRCRD
13468,Aparcamiento público. Velázquez - Juan Bravo,Calle,Velazquez,88,371,,371,Abierto 24 h,Madrid,Madrid,28006,Castellana,Salamanca,442140,4476138,40.431991827319116,-3.683449815935094,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3077339ae51c010VgnVCM2000000c205a0aRCRD
13453,Aparcamiento público. Villa de París,Calle,Marqués de la Ensenada,1,171,,171,Abierto 24 h,Madrid,Madrid,28004,Justicia,Centro,441263,4475173,40.42533530030625,-3.6923416648619947,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38a881eb5f51c010VgnVCM2000000c205a0aRCRD
